id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
40d9861e-8e6e-4170-a2e3-272761708c0a,96,BÜRGER:INNEN,ENERGIEGEMEINSCHAFTEN,"BÜRGER:INNEN, or citizens, are central participants and primary beneficiaries in ENERGIEGEMEINSCHAFTEN, also known as energy communities. They play a crucial role in driving and benefiting from the local decentralized use of renewable energy sources. Citizens are empowered and encouraged to join or even form these energy communities, which enables broader engagement and participation in the ongoing energy transition. Through their involvement, citizens not only support the generation and consumption of clean energy at the local level but also help foster community ownership and responsibility for the sustainable energy landscape of the future. As the main actors within energy communities, BÜRGER:INNEN exemplify the shift towards a more decentralized, inclusive, and participatory approach to renewable energy development.",17.0,19,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750']"
36b65fcd-747a-4e74-aafb-f26a3b78bf56,97,UNTERNEHMEN,PHOTOVOLTAIKANLAGEN,Companies invest in and utilize PV installations for sustainable energy use and efficient energy management.,8.0,16,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
9a4486fd-e7cf-4ded-aef7-79d0a37d2eb4,98,FORSCHUNGSEINRICHTUNGEN,ÖSTERREICH,"Research institutions in Austria (FORSCHUNGSEINRICHTUNGEN, ÖSTERREICH) play a crucial role in establishing and maintaining the country’s reputation as a leading hub for photovoltaic (PV) and renewable energy innovation. These institutions support and drive Austria’s position as a prominent site for PV research, promoting technological advancements and fostering innovation in the renewable energy sector. Through their efforts, Austria continues to strengthen its leadership in developing sustainable energy solutions, contributing significantly to the global renewable energy landscape.",14.0,85,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']"
651c7570-5d01-47ce-811d-04af194130ea,99,FORSCHUNGSEINRICHTUNGEN,PHOTOVOLTAIKANLAGEN,Research institutions contribute to advancements and improvements in PV technology and deployment.,7.0,16,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
b7c58015-b733-4374-8fe2-51e8820c189e,100,UNTERNEHMEN,FORSCHUNGSEINRICHTUNGEN,Companies collaborate with research institutions on innovative PV and energy management solutions.,1.0,6,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
0369af84-01bf-4ff5-bf9f-edd6fa8c1fdb,101,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,ÖSTERREICH,"The ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE, also known as the Austrian Photovoltaic Strategy, is a comprehensive national policy and strategic plan developed and implemented in Austria. Its primary goal is to guide and advance the photovoltaic (PV) sector throughout the country. This strategy seeks to increase both the adoption and efficiency of photovoltaic systems, promoting the use of solar energy as a key renewable resource. Additionally, the Austrian Photovoltaic Strategy integrates environmental considerations, aiming to achieve objectives related to both solar energy development and biodiversity preservation. By providing a coordinated approach for stakeholders, the strategy serves as a policy initiative to support Austria’s transition to sustainable energy and enhance its contribution to renewable energy targets at a national level.",34.0,121,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '7ae981575e185e2452d144d541d822b7725e27bc7dda501c9d8495719003ccb89584fe5e1ac83baa67ae4060497ae5e2536fae015a551dc8cdefa9b5aa17289b']"
89e9900f-1662-4d6c-b804-bec1bf004d66,102,ERNEUERBAREN-AUSBAU-GESETZ,ÖSTERREICH,The Renewable Energy Expansion Act is Austrian legislation designed to support energy transition efforts in Austria,8.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
592df978-803d-4f9d-9ddd-72b7dbae9890,103,WOHNUNGSEIGENTUMSGESETZ,ÖSTERREICH,The Housing Property Act is Austrian law affecting the ease of constructing photovoltaic systems in the country,7.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
26c23a4b-47be-47df-88e3-4756953b2332,104,ELEKTRIZITÄTSWIRTSCHAFTSGESETZ,ÖSTERREICH,The Electricity Management Act is a central legislative framework for energy sector operations and photovoltaic development in Austria,8.0,83,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
e5698cca-3a9f-4918-bb09-0279c1a13004,105,PHOTOVOLTAIK,ÖSTERREICH,"The expansion and use of photovoltaic systems is a major national project in Austria, central to the country's energy sovereignty and transition",10.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
9161e5c6-06c9-4583-a43d-cf6177594b5d,106,ERNEUERBAREN-AUSBAU-GESETZ,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,The Renewable Energy Expansion Act provides the legal and financial framework for Austria's Photovoltaic Strategy,7.0,44,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
e7f7b5dc-8e55-4dbc-b0c5-d89837d8931e,107,WOHNUNGSEIGENTUMSGESETZ,PHOTOVOLTAIK,"Changes to the Housing Property Act have made it easier to build PV installations, impacting the prospects for photovoltaic expansion",6.0,10,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
0de9d03d-8409-4eb9-a12c-e8125cdfc42d,108,BMK,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,"BMK is likely responsible for drafting, implementing, or monitoring Austria’s Photovoltaic Strategy as the relevant federal ministry",1.0,55,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
7e9083a0-5e07-49a1-96e6-032da03c6d29,109,INNOVATIVE UNTERNEHMEN,ÖSTERREICH,Innovative companies help position Austria as a center for top photovoltaic companies,8.0,83,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
38180cbb-d994-4339-acf2-273d4f79c966,110,ÖSTERREICHISCHE WIRTSCHAFT,ÖSTERREICH,The Austrian economy is directly impacted and supported by the expansion of photovoltaic systems in the country,9.0,83,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
49141888-932b-4f98-9fdc-6ac0bf179c8d,111,BEVÖLKERUNG,ÖSTERREICH,The population of Austria is a principal beneficiary and participant in national energy sovereignty efforts,9.0,83,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
36c0de3c-c235-4668-a022-77f6d21281b4,112,PV-INDUSTRIE,ÖSTERREICH,The photovoltaic industry is a significant sector of Austria’s economy in the context of energy transition policies,8.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
f9cbab86-fccc-4e50-8da7-18b7660edf89,113,GEWERBE,ÖSTERREICH,Trades and businesses are key contributors to Austria's photovoltaic sector and related employment,7.0,83,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
5b8d1806-e2a4-43b3-8a2b-96d9e2977a57,114,PRODUZENT:INNEN,PV-INDUSTRIE,Producers are key employers and technology drivers within Austria’s PV industry,8.0,6,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
105689c4-0269-4b72-a2a4-b53fa1b81cd8,115,BÜRGER:INNEN,PHOTOVOLTAIK,Citizens’ participation is a strategic goal in Austria's photovoltaic expansion strategy,6.0,10,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
d8f42ee5-0a7c-42e2-8d54-db566c5e8a47,116,PRIVATPERSONEN,PHOTOVOLTAIK,Private individuals are incentivized to erect photovoltaic installations as part of the national strategy,1.0,6,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']
b4673e4d-d1ff-4873-86f3-2f0323a18524,117,BUND,BUNDESLÄNDER,The Bund (federal government) and the Bundesländer (states) collaborate to reach national and regional renewable energy targets and bridge implementation gaps.,9.0,25,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
1ae10c01-d556-4217-9de6-02a3cd5851fc,118,BUND-LÄNDER-DIALOG ERNEUERBARE ENERGIE,BUND,Bund-Länder-Dialog was established by the joint decision of federal and state representatives to foster cooperation and policy harmonization.,8.0,17,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
270b2efe-6e52-44d5-80a8-6fc5af512727,119,BUND-LÄNDER-DIALOG ERNEUERBARE ENERGIE,BUNDESLÄNDER,The committee works through active participation by both the federal government and all Austrian states.,8.0,14,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
584c0efe-59c9-4277-be13-b8e295a188ee,120,LANDESENERGIEREFERENT:INNEN,BUND-LÄNDER-DIALOG ERNEUERBARE ENERGIE,The Landesenergiereferent:innen (regional energy ministers) were involved in the decision and continuous work of the Bund-Länder-Dialog.,7.0,4,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
fa143321-4ecd-4b7c-888b-2ac5d97bc3bb,121,EU,ENERGY PERFORMANCE OF BUILDINGS DIRECTIVE,"The EU issues the Energy Performance of Buildings Directive, which impacts national obligations for PV on new and renovated buildings.",10.0,9,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
c7a59c8b-fbcc-4524-999b-9f8c5c435d1f,122,ENERGIEWENDE,BUND,The Bund is responsible for realizing the national aspect of the Energiewende (energy transition).,8.0,20,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
2e76f27b-061f-4d18-8dee-fc74a06469fd,123,ENERGIEWENDE,BUNDESLÄNDER,The Bundesländer are responsible for implementing major regulatory areas crucial to the Energiewende.,8.0,17,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
32890d89-8462-4704-9b80-8c5cb61cff28,124,ERNEUERBAREN-AUSBAU-GESETZ (EAG),BUND,The EAG was enacted as a federal law to stimulate expansion in renewable energy sources.,8.0,19,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
8335f9e1-724f-4f6c-a2ed-924200c906e3,125,WOHNUNGSEIGENTUMSGESETZ,BUND,The amendment of the Wohnungseigentumsgesetz is a federal legislative event.,6.0,19,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
9bd42034-12e7-4afe-ad6f-af6aae270074,126,KLIMAMODELLREGIONEN,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,Climate model regions are emphasized as key demonstration zones within the Austrian PV strategy.,7.0,41,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
19072728-40af-44c0-b252-e5a77905721f,127,LANDWIRTSCHAFT,AGRI-PV-ANLAGEN,The agricultural sector stands to benefit from Agri-PV installations through dual land use and improved revenues.,9.0,6,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
d471595c-1279-4076-a4c1-75422957932e,128,ELEKTRIZITÄTSWIRTSCHAFTSGESETZ (ELWG),BUND,The ElWG is an electricity regulation act proposed at the federal level to modernize the electricity market.,7.0,19,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
0022a143-9f61-43ed-9593-28cc1c8cda8b,129,ERNEUERBAREN-AUSBAU-BESCHLEUNIGUNGSGESETZ (E-ABG),BUND,The E-ABG is proposed federal legislation aimed at expediting renewable energy infrastructure deployment.,7.0,16,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
12e9dee3-24f5-48b1-9dde-373350d81baf,130,EU,ERNEUERBAREN-AUSBAU-BESCHLEUNIGUNGSGESETZ (E-ABG),The E-ABG responds to EU targets and guidelines for accelerating renewable energy deployment.,6.0,10,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
a93f45c0-14cf-4a57-812d-5267efa02628,131,KLIMAMODELLREGIONEN,BUNDESLÄNDER,Model regions are established within the territories of the Austrian states and rely on their policy support.,1.0,13,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
64672b7a-9184-4898-8506-194ce7bd9879,132,ÖSTERREICH,BUND,"The Bund serves as the federal government of Austria, establishing laws and regulations for the entire country.",10.0,96,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
d538668c-61ef-401a-a9f0-afbca8d81536,133,PV-ANLAGEN,ÖSTERREICH,PV-Anlagen are being built throughout Austria as a core measure supporting the national renewable energy strategy.,10.0,89,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
d3eb504c-7881-42e1-9c6e-2b63ac0a07b6,134,PV-FREIFLÄCHENANLAGEN,PV-ANLAGEN,PV-Freiflächenanlagen are a subtype of PV installations requiring specific regulatory and incentive frameworks.,8.0,8,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
36a67961-a84d-4a62-9a5e-e88f101882ce,135,PV-DACHGÄRTEN,PV-ANLAGEN,"PV-Dachgärten are a specialized form of rooftop PV installations, combining solar with urban greening.",8.0,9,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
6f4beaaf-936e-4bd9-b323-2f8160a7443a,136,GRÜNDACH,PV-DACHGÄRTEN,Green roofs (Gründach) can be combined with rooftop PV (PV-Dachgärten) for enhanced ecological and energy benefits.,7.0,3,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
14a21026-b09b-43ae-b167-3e8f06481c21,137,NATUR,BUNDESLÄNDER,Nature conservation is the jurisdiction of the Austrian states and integral to planning renewable projects.,7.0,12,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
cacfd893-4a33-4c45-81e5-8794435f9da8,138,RAUM,BUNDESLÄNDER,Spatial planning (Raum) is handled at the state (Bundesländer) level in Austria.,7.0,12,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
b57ec71c-b644-48fc-8de8-849273055635,139,GEBÄUDE,NEUBAU,New buildings (Neubau) are subject to new energy and PV requirements.,6.0,4,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
125c8991-9e5d-4262-8f54-4563ac2cd955,140,GEBÄUDE,SANIERUNG,Building renovations (Sanierung) often trigger requirements for PV installation.,6.0,4,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
dabc099b-69c4-4252-b7cf-798175f3ae2d,141,PARKPLÄTZE,VERSIEGELTE FLÄCHEN,Parking surfaces are a primary example of sealed surfaces being targeted for PV deployment.,7.0,3,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
08740bab-4968-421c-a605-ed19c383fbc1,142,NETZENTWICKLUNGSPLÄNE,VERTEILERNETZ,Grid development plans (Netzentwicklungspläne) are published for the distribution network (Verteilernetz) to guide expansion and transparency.,7.0,2,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
e7bb780d-82ac-47ad-aa9c-b566bdfd830f,143,REIHENHÄUSER,WOHNUNGSEIGENTUMSGESETZ,Recent amendments to the Wohnungseigentumsgesetz have simplified PV installation in terraced houses.,7.0,6,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
337b5316-0cc2-45bc-9e77-d80989e5c0a6,144,EINZELGEBÄUDE,WOHNUNGSEIGENTUMSGESETZ,Individual buildings are also beneficiaries of the new regulations for PV expansion.,7.0,6,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
54cb9da4-ed0e-40df-bbf5-9ce054422bdd,145,BIODIVERSITÄT,RENATURIERUNGSZIELE,The enhancement of biodiversity through PV and land use aligns with Austria’s and the EU’s renaturation targets.,8.0,2,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
042f5191-40c6-43f5-b37f-e24f7effada6,146,FÖRDERMITTEL,PV-ANLAGEN,Funding and subsidies (Fördermittel) are provided to stimulate the deployment of PV installations.,1.0,8,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']
2c799b2c-c271-4f4b-824b-9f3c8f7735aa,147,EUROPÄISCHE UNION,EUROPAPARLAMENT,"The European Parliament is a legislative body within the European Union responsible for passing laws and supporting policies including energy, nature protection, and efficiency initiatives.",9.0,6,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
15562353-e4ea-483e-af2b-2b6790c3c853,148,EUROPÄISCHE UNION,RED III,"RED III is an EU directive mandating member state action on renewable energy acceleration, impacting Austria and its legislative planning.",9.0,9,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
4b51c17a-2330-46bf-9a16-0a72d7645594,149,EUROPAPARLAMENT,NATURE RESTORATION LAW,The European Parliament supported and debated the Nature Restoration Law to protect nature and biodiversity within the EU.,9.0,3,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
ac4fbefa-961f-4d8d-8047-14a5d0249b84,150,ÖSTERREICH,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN (NIP),"The NIP is Austria's integrated plan for network infrastructure, aligning national infrastructure and renewable expansion efforts.",7.0,88,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
a29f9ef9-08a7-4547-9b3f-3bfd1be6cc32,151,ÖSTERREICH,BMK,BMK is Austria's federal ministry responsible for coordinating renewable energy policies and stakeholder involvement.,8.0,98,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
c7a37000-0d1f-4c38-9f52-0c2a3b5ff976,152,BMK,STAKEHOLDERRUNDEN DES BMK,BMK organized rounds of discussions (stakeholder rounds) as part of its stakeholder engagement to analyze challenges in the connection of renewable energy facilities to the grid.,10.0,17,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
71b25942-0159-4b0d-9e0f-1f6986a38ee5,153,BMK,"HACKNER, JOHANNES",Johannes Hackner contributed to a study commissioned or supported by BMK regarding grid connection of renewable generators.,7.0,21,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
1e324e3e-b26e-46b3-af25-d367b3da7822,154,BMK,E-CONTROL,"BMK and E-Control work together on the regulatory and implementation aspects of grid integration for renewables, including stakeholder input and action plans.",8.0,27,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
33fba5e3-0c5e-44e4-b0c6-0533fb07dde8,155,BUNDESLÄNDER,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN (NIP),"The Bundesländer utilize and adapt the NIP to match local planning, site designation, and regular updates for renewable projects.",7.0,17,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
62d1565a-607f-48c9-90d7-d69b5696ed79,156,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN (NIP),PV-ANLAGE,"NIP identifies, considers, and adapts potential sites and infrastructure for existing and new PV installations in Austria.",7.0,26,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
1397425d-84c5-431d-b2e2-03c05181172f,157,"HACKNER, JOHANNES",EPOOL,Johannes Hackner is an author of a study on renewable grid connections co-authored with EPOOL.,7.0,10,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
5b5603aa-b8ec-47f1-9b5e-2b3607c08679,158,"HACKNER, JOHANNES",PV AUSTRIA,"Johannes Hackner is a co-author of a study on grid connection of renewables, along with PV Austria.",7.0,10,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
b45ce5a6-e552-4510-a31c-6bad6a3a93c0,159,EPOOL,PV AUSTRIA,"EPOOL and PV Austria are both recognized as co-authors of a study focused on renewable energy grid connection. These two entities collaborate or are frequently mentioned together in research efforts and studies that advocate for the increased adoption of renewable energy. Their partnership highlights their joint commitment to advancing the integration of renewable energy into energy grids, emphasizing the importance of cooperative work in promoting sustainable energy solutions. Together, EPOOL and PV Austria contribute expertise and advocacy to the field, making them key players in discussions and initiatives surrounding renewable energy grid connectivity.",12.0,10,"['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302']"
1c6f7378-27e1-4c83-b155-a6c78499788e,160,BMK,PV AUSTRIA,PV Austria worked with the BMK in producing the cited renewable energy grid connection study.,6.0,21,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
163bb867-6a6e-4756-94c7-387f4b7f52dd,161,E-CONTROL,ELEKTRIZITÄTSWIRTSCHAFTSGESETZ (ELWG),E-Control references the Electricity Industry Act (ElWG) as a regulatory framework for the integration of renewables into the Austrian grid.,7.0,16,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
2fac2dab-81d6-442f-b1e2-129bc4edb430,162,ELEKTRIZITÄTSWIRTSCHAFTSGESETZ (ELWG),PV-ANLAGE,ElWG regulates certain key points for the connection and operation of PV installations in Austria.,6.0,25,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
c9d77fe2-3a36-45b7-9547-a71d185de199,163,ÖKODESIGN-RICHTLINIE,PV-ANLAGE,"The Ecodesign Directive is being broadened to apply to the photovoltaic sector, including products, installation, service, repair, and recycling of PV installations.",7.0,21,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']
